Loan_amt,Loan_term,emp_length,Home,Income_source_verified,Income_verified,Income_thou,Debt_income,delinq_2yrs,Credit_history_length,FICO,open_acc,Derogatory_recs,Revol_balance,Revol_util,Loan_rate
7650,36,8 years,RENT,0,0,27.805,27.02,0,14.75890411,702,8,0,7362,0.52,11.67
9600,36,10+ years,MORTGAGE,0,0,72,15.18,0,21.84931507,707,15,0,25509,0.4,10.15
3875,36,n/a,MORTGAGE,0,1,44.8074,2.41,0,31.01917808,682,7,1,865,0.079,12.49
10000,36,10+ years,MORTGAGE,1,0,125,15.61,0,20.34520548,807,24,0,19547,0.078,6.03
13000,36,3 years,RENT,0,0,55,14.68,0,14.25753425,742,9,0,15047,0.503,6.03
22800,60,7 years,MORTGAGE,0,1,60,27.02,1,13.33972603,667,9,0,8880,0.846,20.99
14325,60,< 1 year,RENT,0,1,40,33.99,1,11.25753425,712,13,0,9521,0.278,25.57
18000,36,5 years,RENT,1,0,100,7.55,0,23.01369863,797,12,0,6838,0.094,6.03
10950,36,< 1 year,RENT,1,0,25,18.1,2,15.34246575,677,9,0,3213,0.231,12.99
24000,60,1 year,MORTGAGE,1,0,75,14.89,0,22.43013699,712,12,0,22142,0.471,12.99
29975,36,4 years,MORTGAGE,0,1,95,25.81,0,13.75890411,722,31,0,47130,0.359,7.12
10500,60,< 1 year,OWN,0,0,41,11.45,0,21.76438356,817,4,0,4499,0.019,10.15
6350,36,2 years,MORTGAGE,1,0,40,18.09,0,14.67671233,687,6,0,24710,0.643,11.67
10800,60,10+ years,RENT,0,1,70,8.01,1,12.84383562,687,7,2,5835,0.81,16.99
24000,60,7 years,MORTGAGE,1,0,80.4,14.82,0,14.09041096,692,10,0,21566,0.714,13.98
7500,36,6 years,RENT,0,1,32,28.13,0,9.756164384,732,16,0,6002,0.375,7.69
8000,36,3 years,RENT,0,0,50,9.75,2,12.67671233,662,6,0,3206,0.782,12.99
7800,36,< 1 year,MORTGAGE,1,0,35,19.79,1,11.75890411,667,6,0,8702,0.967,14.49
6000,36,8 years,RENT,0,0,55,14.97,0,33.27123288,727,10,0,12306,0.264,7.69
11275,60,n/a,MORTGAGE,0,1,44.548,21.73,0,25.43287671,662,8,0,11840,0.947,17.57
3000,36,7 years,RENT,0,0,50,28.37,0,13.42465753,687,14,1,12673,0.65,14.49
21000,60,7 years,OWN,1,0,50,30.11,0,23.34794521,722,22,0,34289,0.396,13.98
25000,36,7 years,RENT,0,1,134,9.98,0,23.18082192,667,8,1,7796,0.66,15.61
19200,60,6 years,RENT,1,0,62,25.63,0,10.50684932,702,21,0,20769,0.569,14.49
12000,60,10+ years,MORTGAGE,1,0,40,33.15,0,16.84657534,702,18,0,10336,0.415,16.29
8000,36,10+ years,MORTGAGE,0,0,90,9.07,1,26.6,677,8,0,18230,0.64,12.99
3200,36,< 1 year,RENT,0,1,30,6.48,0,6,682,7,0,3978,0.652,16.99
4100,36,7 years,RENT,0,0,52,26.15,2,21.34520548,682,14,0,2928,0.25,16.99
28000,36,10+ years,OWN,1,0,100,16.76,0,13.59178082,687,18,0,13779,0.403,8.39
24000,36,8 years,MORTGAGE,1,0,85,17.42,0,9.254794521,707,14,0,23377,0.582,6.03
5000,36,10+ years,RENT,0,0,89,9.68,0,18.59452055,692,4,0,1021,0.51,9.17
16000,36,10+ years,RENT,0,0,52,28.18,0,13.33972603,692,13,0,17919,0.538,14.99
14575,60,2 years,MORTGAGE,0,0,55.97,34.52,0,11.67671233,692,16,0,11347,0.793,18.99
10550,60,8 years,MORTGAGE,0,1,44,5.51,0,11.42465753,662,5,0,6402,0.821,25.8
14000,60,2 years,MORTGAGE,0,1,100,19.81,0,9.421917808,677,17,1,8466,0.348,14.49
15000,36,2 years,RENT,1,0,41,28.07,0,11.25753425,667,9,1,10276,0.699,12.99
14000,60,10+ years,MORTGAGE,0,0,105,26.9,2,19.84931507,687,24,0,26903,0.579,20.99
15000,60,< 1 year,MORTGAGE,1,0,36.832,10.04,0,11.42465753,662,10,0,10732,0.411,12.99
2825,36,3 years,MORTGAGE,0,0,60,20.4,1,13.84383562,662,9,0,4669,0.531,14.49
8000,36,7 years,MORTGAGE,0,0,80,20.45,0,15.59452055,667,13,0,22971,0.656,17.57
15000,60,10+ years,MORTGAGE,1,0,108,12,1,29.85479452,732,8,0,5245,0.372,13.35
21000,60,4 years,RENT,1,0,56,7.44,0,23.09863014,667,15,1,11866,0.402,11.67
25000,36,10+ years,MORTGAGE,1,0,125,17.26,0,33.93424658,752,22,0,20236,0.303,6.49
16000,60,9 years,MORTGAGE,0,0,84,16.43,0,28.35068493,707,9,0,22685,0.555,14.99
20000,60,8 years,MORTGAGE,1,0,85,7.05,0,22.84931507,662,7,0,4774,0.955,24.5
14900,60,10+ years,MORTGAGE,1,0,34,23.72,0,18.17534247,667,12,0,7434,0.486,18.24
10000,36,10+ years,MORTGAGE,0,0,52,28.83,0,19.2630137,677,15,0,6670,0.404,9.17
10000,36,10+ years,RENT,1,0,45,30.61,0,18.76164384,682,5,0,1335,0.556,16.99
10000,36,10+ years,MORTGAGE,0,0,39,14.55,0,18.84657534,677,8,0,4819,0.39,12.99
3500,36,< 1 year,RENT,0,0,42,28.74,0,14.00547945,702,5,2,1932,0.411,11.67
35000,60,3 years,MORTGAGE,1,0,128,23.15,1,36.86027397,727,28,0,40973,0.381,15.61
20000,36,< 1 year,MORTGAGE,1,0,50,28.08,0,25.68493151,687,15,0,31773,0.568,6.49
16300,60,< 1 year,RENT,1,0,41,32.9,0,7.336986301,682,16,0,17609,0.543,22.15
28000,60,10+ years,MORTGAGE,1,0,116,5.49,0,19.34520548,732,8,0,12250,0.292,13.35
1800,36,10+ years,RENT,0,1,64.36321,23.62,0,29.60273973,692,16,0,31327,0.612,14.99
22550,60,8 years,MORTGAGE,1,0,145.152,9.4,3,33.27123288,712,7,0,1535,0.174,13.98
24000,36,2 years,RENT,1,0,115,5.78,0,17.76164384,677,17,0,12369,0.56,14.49
24000,36,1 year,RENT,1,0,82,17.62,0,15.09315068,722,11,0,32504,0.662,6.49
14975,60,2 years,OWN,1,0,300,3.33,0,10.92054795,697,6,0,6058,0.606,16.99
3000,36,10+ years,MORTGAGE,0,0,47,13.15,0,9.087671233,702,16,0,16617,0.545,13.98
10000,36,6 years,RENT,0,1,55,28.91,0,31.18630137,697,9,0,2608,0.401,12.49
11500,36,10+ years,MORTGAGE,0,0,60,24.86,0,18.42739726,667,10,0,10960,0.568,11.67
18400,60,7 years,RENT,1,0,42,26.31,1,10.25479452,672,11,0,13942,0.68,16.99
8000,36,n/a,MORTGAGE,0,1,50.7,18.15,0,25.76712329,717,9,0,8992,0.676,12.99
4000,36,7 years,MORTGAGE,0,0,50,8.14,0,10.6739726,672,5,0,1792,0.28,18.24
4200,36,< 1 year,RENT,0,0,45,15.63,0,9.254794521,687,21,0,5530,0.608,14.49
5000,36,10+ years,RENT,0,1,50,16.95,0,13.67671233,677,8,0,4579,0.424,9.17
5625,36,n/a,MORTGAGE,0,1,48.504,24.25,1,12.00547945,662,8,0,1381,0.445,17.57
11150,60,6 years,RENT,1,0,31,32.14,0,9.254794521,682,8,0,3034,0.467,19.52
12175,36,5 years,MORTGAGE,0,0,49.144,16.97,0,10.5890411,682,9,0,8760,0.664,14.99
6725,36,3 years,RENT,1,0,38,31.11,0,6.58630137,712,10,0,4701,0.333,16.99
12000,36,7 years,MORTGAGE,0,0,84,12.5,0,16.59452055,767,6,0,19213,0.534,6.03
5950,36,7 years,MORTGAGE,0,1,20,27.91,1,11.75890411,677,8,1,3704,0.76,13.98
23875,60,n/a,MORTGAGE,1,0,52,29.22,0,38.86027397,717,12,0,21639,0.568,15.61
16000,36,8 years,MORTGAGE,1,0,65,14.04,0,9.336986301,722,12,0,11681,0.359,16.99
16000,60,10+ years,RENT,1,0,70,23.13,2,17.42739726,717,9,0,1286,0.243,14.49
15000,60,5 years,MORTGAGE,0,0,60,7.74,0,10.92054795,712,12,0,13395,0.626,13.98
12000,60,2 years,RENT,1,0,38,18.13,0,5,687,6,0,8069,0.768,15.61
15000,60,2 years,OWN,0,1,41,19.29,0,20.76438356,722,13,0,5296,0.22,14.49
12000,36,10+ years,MORTGAGE,0,0,95,17.59,0,9.169863014,687,10,0,4385,0.33,12.49
12000,60,9 years,RENT,1,0,34.656,10.35,0,11.59178082,677,3,0,4880,0.976,17.57
3700,36,2 years,RENT,0,0,42,21,2,17.59452055,717,11,0,18334,0.473,12.49
30000,36,1 year,RENT,0,1,80,14.48,0,14.25753425,687,12,0,14529,0.42,16.29
6700,36,n/a,MORTGAGE,0,1,24.96,29.71,3,22.0109589,687,8,1,4974,0.43,13.35
15000,36,5 years,MORTGAGE,0,0,111,18.33,3,25.51780822,672,18,0,10105,0.669,16.29
5600,36,6 years,MORTGAGE,1,0,71,8.38,0,20.59726027,717,9,1,12603,0.565,12.49
10400,36,1 year,OWN,0,1,46.41,25.72,0,10.00273973,697,18,0,24842,0.872,13.35
18000,36,3 years,MORTGAGE,0,0,80,15.59,0,14.59178082,692,20,0,63920,0.681,8.39
20000,36,5 years,MORTGAGE,0,1,200,6.45,0,12.25753425,692,14,0,33942,0.552,10.15
14400,60,2 years,MORTGAGE,1,0,52,13.06,0,17.76164384,677,17,0,10358,0.296,22.15
12000,36,2 years,MORTGAGE,0,0,60,22.06,0,20.34520548,682,14,0,19429,0.709,10.99
31200,60,10+ years,RENT,1,0,105,27.11,5,21.76438356,662,16,0,22996,0.858,16.29
21000,36,2 years,MORTGAGE,1,0,550,10.16,0,24.68493151,682,20,0,58421,0.819,13.98
7800,36,6 years,MORTGAGE,0,1,33,6.25,0,18.09315068,667,5,1,7041,0.95,11.67
4800,36,10+ years,MORTGAGE,0,0,50.543,13.27,1,13.67671233,687,9,0,2782,0.184,13.98
18000,36,4 years,RENT,1,0,52,25.78,0,13.17260274,677,9,0,8434,0.496,10.99
10000,36,3 years,MORTGAGE,1,0,72,16.67,0,28.10136986,712,6,3,7600,0.49,13.35
5000,36,8 years,RENT,0,0,78,9.22,0,13.42465753,707,9,0,9376,0.91,22.15
10800,60,10+ years,MORTGAGE,1,0,45,19.68,0,13.00547945,672,9,1,8286,0.797,16.29
8000,36,7 years,OWN,0,0,105,10.87,0,9.506849315,777,11,0,6657,0.134,6.03
27650,60,8 years,MORTGAGE,1,0,60.19545,18.18,0,16.00821918,682,12,1,3588,0.579,20.2
5000,36,10+ years,MORTGAGE,0,0,50,15.19,0,17.67945205,692,9,0,18040,0.686,8.39
5000,36,8 years,RENT,1,0,35,25.48,0,8.421917808,677,6,0,4239,0.986,16.29
9600,36,< 1 year,MORTGAGE,0,0,42.592,6.93,0,17.17534247,662,5,0,6598,0.52,11.67
28000,36,10+ years,MORTGAGE,1,0,130,26.24,0,18.34246575,707,11,0,22848,0.653,9.17
7200,36,7 years,MORTGAGE,0,0,68.64,6.99,0,15.67945205,772,9,0,2310,0.106,7.69
25425,36,10+ years,MORTGAGE,1,0,58,26.55,1,22.51506849,737,5,0,3658,0.914,11.67
5175,36,3 years,MORTGAGE,0,0,31,18.39,1,13.09041096,672,9,1,5094,0.61,15.61
10000,36,10+ years,OWN,1,0,38,30.39,0,14.84383562,682,15,0,12446,0.419,13.35
9500,36,10+ years,MORTGAGE,0,0,98,25.37,3,14.42465753,717,15,0,12561,0.582,8.39
12000,36,n/a,RENT,0,1,30.02,9.81,0,20.84931507,677,9,0,7403,0.481,8.39
12000,36,1 year,RENT,0,0,70,12.1,2,9.673972603,662,14,0,10229,0.565,10.99
10000,36,3 years,RENT,0,0,70,21.98,1,8.421917808,682,11,0,9081,0.658,9.17
7000,36,2 years,RENT,0,1,55,23.85,0,8.84109589,697,18,0,6083,0.287,10.15
7500,36,4 years,MORTGAGE,0,0,100,10.17,4,25.51780822,687,19,0,30492,0.774,11.67
7000,36,3 years,RENT,0,0,48,18.8,0,8.917808219,662,7,0,5546,0.61,15.61
24000,60,5 years,MORTGAGE,1,0,75,10.42,0,15.51232877,707,17,0,24383,0.616,13.98
2250,36,< 1 year,MORTGAGE,0,0,50,29.12,0,17.34246575,712,9,0,6094,0.462,14.49
12000,36,n/a,RENT,0,1,44.088,23.76,1,18.09315068,662,8,0,6678,0.968,16.99
35000,36,10+ years,MORTGAGE,0,1,100,12.84,1,17.00821918,672,12,0,39917,0.726,12.99
15000,60,2 years,RENT,0,1,72,6.12,0,6.671232877,692,5,0,12315,0.55,14.99
21275,60,10+ years,RENT,0,1,60,30.18,0,9.589041096,697,5,0,6589,0.503,26.06
14025,60,< 1 year,OWN,1,0,44,20.68,1,7.087671233,672,7,0,3674,0.483,24.5
3500,36,10+ years,MORTGAGE,0,1,45,27.63,0,12.84383562,677,11,1,13342,0.606,14.99
5000,36,4 years,MORTGAGE,0,0,28,17.45,2,18.42739726,682,19,1,4523,0.14,10.99
21300,60,10+ years,OWN,1,0,68,29.21,0,13.67671233,747,11,0,31363,0.447,12.99
15000,36,7 years,MORTGAGE,0,1,70,6.23,0,37.1890411,742,11,0,13912,0.401,9.17
21750,60,10+ years,RENT,1,0,54.5,34.68,1,14.50958904,682,13,0,18619,0.754,20.99
11700,36,4 years,RENT,1,0,75,19.82,0,20.0109589,687,8,0,2152,0.378,24.99
22750,36,2 years,RENT,0,1,54,15.93,0,15.42739726,697,11,0,5103,0.34,16.99
8500,36,10+ years,MORTGAGE,0,1,62,7.55,0,20.17808219,697,10,1,10110,0.443,13.98
16000,60,10+ years,OWN,0,0,165,19.04,0,13.75890411,682,15,0,78120,0.875,16.29
15600,36,7 years,MORTGAGE,0,0,43.865,3.91,0,11.25753425,682,8,0,5932,0.436,12.49
14400,36,10+ years,MORTGAGE,0,0,50,22.68,0,15.92328767,677,7,0,7587,0.69,16.29
10425,36,10+ years,RENT,0,0,37,18.62,0,14.92328767,692,5,1,6690,0.56,13.98
18000,36,6 years,OWN,1,0,150,8.25,0,27.10136986,697,8,0,4921,0.281,11.67
18000,60,10+ years,MORTGAGE,1,0,82.135,22.49,1,12.17260274,662,11,0,11561,0.478,16.29
14900,36,n/a,OWN,0,1,34.075,11.11,0,34.9369863,677,7,0,15589,0.834,11.67
14000,36,4 years,RENT,0,0,100,19.91,1,16.00821918,712,9,0,39787,0.681,7.69
12000,60,10+ years,RENT,0,1,34,18.32,0,20.84931507,662,4,1,6315,0.601,16.29
12000,36,10+ years,MORTGAGE,0,0,65,7.75,0,17.76164384,722,18,1,14449,0.329,13.35
4350,36,8 years,RENT,0,0,23,18.37,2,16.09315068,667,13,0,15032,0.412,14.99
3600,36,6 years,MORTGAGE,1,0,78,13.19,0,13.84383562,662,8,0,7418,0.348,13.98
13000,36,10+ years,RENT,1,0,94,13.07,1,20.2630137,662,21,0,10968,0.42,10.99
15000,36,10+ years,RENT,0,0,50,11.04,0,18.67945205,792,6,0,13302,0.274,6.49
12000,36,10+ years,RENT,0,0,83.2,15.82,1,18.26027397,667,16,0,23898,0.499,11.67
15000,36,10+ years,RENT,1,0,95,32.38,0,21.0109589,687,18,0,42572,0.796,12.99
9000,36,9 years,MORTGAGE,0,0,48,17.75,1,9.756164384,667,10,0,6208,0.549,13.98
24000,36,4 years,MORTGAGE,1,0,86,25.95,0,18.42739726,722,11,0,53535,0.766,8.39
1900,36,10+ years,MORTGAGE,1,0,100,8.65,0,25.76712329,672,8,1,3998,0.579,22.15
1600,36,n/a,RENT,0,1,15,16.16,0,21.09589041,682,6,1,7129,0.575,12.49
18000,60,10+ years,RENT,1,0,52,31.87,0,20.76438356,667,7,2,35637,0.921,20.2
12000,60,8 years,MORTGAGE,0,1,55,24.02,1,10.6739726,697,8,0,8812,0.45,13.98
25000,60,10+ years,MORTGAGE,0,1,129,9.82,0,12.92054795,697,13,0,26161,0.544,13.98
14000,60,6 years,OWN,1,0,74,11.94,0,7.169863014,697,11,0,14508,0.824,17.57
10800,36,5 years,OWN,0,0,44,18.6,0,34.85753425,662,11,1,4325,0.46,15.61
17200,36,3 years,OWN,0,0,102,21.8,0,19.9260274,762,13,1,17279,0.58,7.12
18000,36,< 1 year,RENT,1,0,80,22.19,0,6.504109589,707,12,0,11271,0.537,10.15
9000,36,10+ years,MORTGAGE,0,0,70,16.1,0,23.34794521,672,14,1,9150,0.52,11.67
12925,36,10+ years,MORTGAGE,0,1,63,30.91,0,36.10684932,717,13,0,22366,0.596,12.99
31700,60,n/a,MORTGAGE,0,1,70.775,32.71,0,18.17534247,697,15,0,31680,0.686,16.29
5400,36,1 year,RENT,0,0,25,28.61,0,8.421917808,717,8,0,1579,0.156,10.99
13200,36,10+ years,MORTGAGE,0,0,135,3.03,0,15.92328767,692,6,0,10783,0.657,9.17
35000,60,10+ years,RENT,0,1,81,21.44,0,25.85205479,702,9,0,34731,0.747,20.99
3100,36,1 year,OWN,0,0,23.5,24.77,0,6.58630137,682,5,0,3428,0.46,14.99
6000,36,10+ years,MORTGAGE,0,1,78,12.91,0,14.00547945,697,9,0,16383,0.591,16.99
9000,36,< 1 year,MORTGAGE,0,0,85,2.57,0,19.2630137,677,5,0,4551,0.66,6.49
6475,36,1 year,MORTGAGE,1,0,38,16.08,0,18.51232877,677,8,0,3635,0.7,16.29
35000,60,1 year,OWN,0,1,100,21.3,0,23.6,737,5,0,48570,0.952,12.99
27000,36,n/a,MORTGAGE,0,1,72,19.82,0,33.43835616,712,9,2,27754,0.611,7.12
12000,36,10+ years,OWN,0,0,140,9.63,0,18.67945205,677,11,2,6576,0.59,13.35
12000,60,< 1 year,MORTGAGE,0,0,79.04,12.77,0,16.26027397,662,25,0,10960,0.554,13.35
35000,36,10+ years,MORTGAGE,0,1,85,12.3,0,13.67671233,687,11,0,18192,0.578,14.49
9000,36,10+ years,MORTGAGE,1,0,100,13.21,0,13.42465753,662,10,1,10514,0.328,10.99
8000,36,2 years,RENT,0,0,68,18.46,0,13.42465753,677,6,0,7337,0.601,7.69
25000,36,10+ years,MORTGAGE,1,0,101,18.99,0,21.84931507,717,9,0,24520,0.791,8.39
5600,36,6 years,MORTGAGE,0,0,98,10.38,1,17.59452055,672,9,0,4471,0.426,16.29
10850,36,10+ years,MORTGAGE,1,0,36,28.07,0,8.002739726,712,16,0,13181,0.486,17.57
11000,36,1 year,MORTGAGE,0,0,70,28.47,1,19.51506849,667,16,0,18670,0.893,14.99
10000,36,< 1 year,MORTGAGE,0,0,208,7.66,0,15.92328767,682,7,0,46733,0.929,15.61
9000,36,2 years,RENT,1,0,34,29.09,0,4.671232877,697,9,0,13555,0.544,10.15
25850,36,3 years,OWN,0,1,54,34.18,1,10.5890411,697,13,0,5173,0.475,20.2
12000,36,10+ years,MORTGAGE,0,0,50,29.88,0,15.76164384,682,10,0,28476,0.688,13.35
20000,36,2 years,RENT,1,0,63,20.53,0,16.42739726,712,10,0,18319,0.763,10.15
10000,36,1 year,RENT,0,0,37.44,28.78,0,12.17260274,662,16,0,16185,0.698,16.99
3975,36,8 years,RENT,0,0,70.08,20.19,0,12.00547945,687,6,0,1446,0.381,14.99
12000,60,10+ years,RENT,0,1,60,16.7,0,25.43287671,742,12,1,3268,0.14,11.67
23200,60,10+ years,MORTGAGE,1,0,100,11.8,0,12.92054795,662,11,0,28764,0.811,23.43
20500,60,10+ years,MORTGAGE,1,0,56.616,18.67,0,12.17260274,712,9,0,16089,0.829,13.98
7000,36,n/a,RENT,0,1,48,17.93,0,10.00273973,697,11,0,8915,0.415,16.29
3000,36,7 years,RENT,1,0,100,9.01,0,20.09589041,662,6,1,4329,0.941,12.49
16800,60,n/a,MORTGAGE,1,0,350,1.33,0,24.34794521,682,7,0,14267,0.775,12.99
10500,60,6 years,RENT,1,0,49,15.6,0,7.254794521,692,9,0,11801,0.766,15.61
9500,36,6 years,MORTGAGE,0,0,59,19.89,1,17.84657534,682,8,0,12281,0.753,12.49
35000,36,10+ years,MORTGAGE,0,1,157,8.93,0,22.43013699,677,12,0,35794,0.577,11.67
4000,36,1 year,RENT,0,0,62,7.78,0,15.84657534,667,13,1,2888,0.139,10.15
15000,36,10+ years,MORTGAGE,0,0,75,29.54,0,11.33972603,672,10,1,6324,0.719,10.99
6400,36,5 years,OWN,0,0,30,20.11,0,4.753424658,687,8,0,5087,0.462,16.29
12000,60,10+ years,MORTGAGE,0,1,45,15.95,0,18.59452055,672,5,0,11640,0.882,16.29
33575,60,10+ years,MORTGAGE,0,1,70,21.72,0,13.09041096,712,8,0,22389,0.788,16.29
21525,60,9 years,RENT,1,0,49,9.53,0,8.421917808,682,7,0,12674,0.566,16.99
28550,36,2 years,OWN,1,0,65,14.48,1,24.18082192,677,19,0,19946,0.407,14.49
10000,36,10+ years,MORTGAGE,0,0,94,14.44,0,13.33972603,777,19,0,10546,0.235,6.03
9875,36,8 years,MORTGAGE,0,0,91,22.04,0,20.59726027,702,21,1,14878,0.573,12.99
9325,36,3 years,MORTGAGE,0,0,126.9,22.19,0,10.84109589,707,8,0,30300,0.924,10.99
8000,36,10+ years,MORTGAGE,0,0,55,13.38,0,14.50958904,767,8,0,8604,0.276,6.03
9300,36,10+ years,MORTGAGE,1,0,135,8.7,0,34.18630137,702,17,2,34741,0.54,10.15
16000,36,3 years,MORTGAGE,0,1,155,17.5,0,21.68219178,707,14,0,30430,0.717,10.15
21000,60,10+ years,MORTGAGE,1,0,95,18.65,1,12.67671233,667,20,0,8810,0.388,16.29
12000,36,8 years,RENT,0,1,105,31.12,0,16.17534247,732,30,0,11754,0.159,10.15
4500,36,10+ years,RENT,1,0,79,19.63,2,18.34246575,667,9,0,5763,0.524,18.99
15000,60,8 years,MORTGAGE,0,0,44.632,9.12,0,19.43013699,687,10,0,14471,0.655,14.49
10000,36,4 years,RENT,1,0,33.4,4.89,0,11.75890411,717,7,1,5435,0.383,8.39
9350,36,10+ years,MORTGAGE,0,0,53,17.98,0,12.33972603,667,14,1,6221,0.759,17.57
7000,36,7 years,RENT,0,0,110,12.9,0,15.34246575,712,13,0,55138,0.24,13.35
18000,60,3 years,RENT,1,0,57,11.01,0,19.84931507,707,5,0,5562,0.704,22.15
7925,36,1 year,MORTGAGE,0,0,52,13.43,0,11.75890411,672,7,0,9696,0.78,14.49
8875,36,3 years,MORTGAGE,1,0,56,19.2,0,12.00547945,732,13,0,2806,0.101,8.39
10000,36,10+ years,MORTGAGE,0,0,124.5,16.59,0,12.92054795,742,8,0,6125,0.645,6.03
8225,36,10+ years,MORTGAGE,0,1,64,7.35,1,28.52054795,662,16,2,8823,0.832,17.57
20000,36,8 years,MORTGAGE,1,0,100,20.07,0,9.506849315,662,15,0,15085,0.732,12.49
35000,36,< 1 year,MORTGAGE,0,1,80,31.19,0,26.01369863,727,12,0,87852,0.762,13.98
6000,36,2 years,RENT,1,0,28.5,22.82,1,17.09315068,662,8,2,1887,0.629,13.35
6000,36,9 years,RENT,0,1,58,2.76,1,14.84383562,677,11,0,4218,0.295,11.67
9600,36,3 years,RENT,0,0,50,10.6,0,12.50958904,682,5,0,10291,0.895,10.15
20000,36,2 years,RENT,1,0,66,13.85,1,21.09589041,687,19,0,16831,0.478,10.99
14000,60,10+ years,MORTGAGE,0,1,60,22.88,0,21.0109589,667,7,1,6395,0.52,14.49
7000,36,6 years,RENT,1,0,26.6,23.19,1,15.34246575,672,10,0,5348,0.601,18.99
20000,36,1 year,RENT,1,0,130,9.23,1,11.09041096,662,10,0,12566,0.616,10.15
19800,36,10+ years,MORTGAGE,1,0,56.793,25.97,0,13.42465753,692,10,0,11406,0.731,10.15
6000,36,10+ years,MORTGAGE,0,0,58.97,17.6,0,15.42739726,692,10,0,10285,0.81,10.15
6000,36,9 years,MORTGAGE,0,0,31,5.65,2,20.2630137,667,4,0,4471,0.667,10.99
13600,60,6 years,RENT,1,0,53,5.07,0,16.42739726,672,11,1,5782,0.219,14.99
8000,36,n/a,OWN,0,1,24,17.18,0,43.02739726,687,7,0,13358,0.559,10.15
12300,36,6 years,RENT,0,0,39.9,19.91,0,21.09589041,712,8,0,3477,0.382,12.49
28000,36,10+ years,MORTGAGE,1,0,140,16.49,0,22.51506849,732,11,0,46919,0.646,7.12
7000,36,n/a,OWN,1,0,40,20.28,0,13.33972603,667,8,0,8765,0.923,10.99
10000,36,2 years,MORTGAGE,0,0,78,9.25,0,8.917808219,742,7,0,3691,0.315,8.39
14375,36,4 years,RENT,1,0,40,20.85,0,8.84109589,677,12,0,12525,0.67,16.29
6900,36,< 1 year,MORTGAGE,0,1,39,6.46,0,15.59452055,687,5,2,3787,0.308,16.99
24000,60,3 years,MORTGAGE,1,0,140,18.59,4,29.01643836,667,24,0,170049,0.744,16.99
11700,36,< 1 year,MORTGAGE,0,0,26.104,21.15,0,15.26027397,702,9,0,8908,0.422,10.99
22000,60,6 years,MORTGAGE,0,1,72,7.36,0,23.34794521,667,14,0,14479,0.75,18.24
28000,60,< 1 year,MORTGAGE,1,0,60,14.58,0,23.85205479,692,7,0,26357,0.808,13.35
20000,60,1 year,MORTGAGE,1,0,165,10.86,2,17.17534247,692,9,0,6587,0.457,16.29
16000,60,5 years,OWN,0,0,110,16.22,1,19.59726027,682,24,0,23975,0.727,14.49
5000,36,1 year,RENT,0,0,60,13.9,0,10.3369863,742,7,0,5569,0.272,6.03
16000,36,8 years,RENT,0,0,46.504,8.26,1,9.673972603,682,18,0,7303,0.456,10.15
14000,36,< 1 year,MORTGAGE,1,0,65,28.97,0,13.92054795,677,19,0,18033,0.433,10.15
25000,60,4 years,MORTGAGE,0,1,190,34.79,0,35.5260274,762,19,0,24612,0.267,13.98
35000,36,< 1 year,MORTGAGE,0,1,130,27.9,0,17.59452055,717,11,0,10980,0.56,12.99
35000,36,3 years,MORTGAGE,1,0,180,16.31,0,16.34246575,697,25,0,38360,0.69,16.99
7500,36,10+ years,OWN,1,0,38.4,16.59,0,15.42739726,662,13,1,7799,0.422,12.99
16000,36,10+ years,RENT,0,0,37,21.93,0,9.169863014,717,6,0,14310,0.431,8.39
5000,36,10+ years,MORTGAGE,0,0,54.093,22.85,9,11.84383562,662,6,1,4002,0.49,13.35
24000,60,4 years,MORTGAGE,0,1,100,19.91,1,16.42739726,677,11,0,20416,0.468,15.61
21000,36,10+ years,MORTGAGE,1,0,55,20.33,6,38.44109589,667,18,0,12935,0.794,14.99
7775,36,10+ years,MORTGAGE,0,0,36,29.37,0,13.33972603,732,9,0,11036,0.336,13.98
9000,36,6 years,RENT,1,0,105,15.22,0,36.44109589,682,15,1,9486,0.609,18.24
3500,36,4 years,MORTGAGE,1,0,35,15.06,0,4.419178082,722,8,0,7932,0.221,13.98
21075,36,10+ years,MORTGAGE,0,1,48,33.6,0,22.17808219,692,20,0,11906,0.351,16.29
6000,36,6 years,RENT,0,1,30,6.24,0,8.673972603,717,9,1,3900,0.222,13.98
11800,60,8 years,MORTGAGE,1,0,57.25,13.42,0,20.09589041,757,6,0,11181,0.455,10.15
16000,36,10+ years,MORTGAGE,0,1,72,19.97,0,17.26027397,722,8,0,28374,0.777,10.15
6500,36,2 years,RENT,0,0,40,15.36,1,14.25753425,672,10,0,4383,0.86,13.35
20000,36,4 years,RENT,1,0,105,17.84,0,6.753424658,687,11,0,25448,0.597,8.39
10000,60,10+ years,MORTGAGE,0,0,100,22.03,2,18.59452055,692,15,0,20423,0.748,18.24
12500,60,n/a,RENT,0,1,37.2,26.59,0,18.26027397,767,15,0,7998,0.18,12.99
20000,36,2 years,MORTGAGE,0,0,150,8.7,0,18.42739726,732,9,0,112459,0.659,6.49
25000,36,3 years,MORTGAGE,1,0,90,18.32,1,15.76164384,672,25,0,22826,0.688,13.98
8675,36,8 years,MORTGAGE,0,0,52.8,18.14,0,10.84109589,667,7,0,5828,0.738,13.98
35000,36,10+ years,MORTGAGE,0,1,310,8.67,0,12.17260274,707,10,0,56682,0.535,10.99
